108,AAPl,3251,AAPL
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
#
1986,MSFT,235,MSFT
,03/14/2025,388.56,19952850,379.775,390.23,379.51
,03/13/2025,378.77,20473020,383.155,385.32,377.45
,03/12/2025,383.27,24253570,382.95,385.216,378.951
,03/11/2025,380.45,30380180,379,386,376.91
,03/10/2025,380.16,32840130,385.84,386.4,377.22
,03/07/2025,393.31,22034090,392.32,394.8,385.54
,03/06/2025,396.89,23304630,394.28,402.15,392.678
,03/05/2025,401.02,23433130,389.34,401.67,388.81
,03/04/2025,388.61,29342920,383.4,392.58,381
,03/03/2025,388.49,23007730,398.82,398.82,386.155
,02/28/2025,396.99,32845660,392.655,397.63,386.57
,02/27/2025,392.53,21127410,401.265,405.74,392.17
,02/26/2025,399.73,19618950,398.01,403.6,394.245
,02/25/2025,397.9,29387400,401.1,401.915,396.7
,02/24/2025,404,26443660,408.51,409.37,399.32
,02/21/2025,408.21,27524800,417.335,418.048,407.89
,02/20/2025,416.13,23508730,415.29,419.31,412.54
,02/19/2025,414.77,24114200,407.88,415.49,407.65
,02/18/2025,409.64,21423050,408,410.597,406.5
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
,NOT INITIALIZED,0,0,0,0,0
#
